id,title,category,activity_key,lat,lng,duration,format,zone,distance,image,vivanote,shortDescription,includes,requirements,idealFor,effortLevel,weatherNote,clothingNote,importantToKnow,needsPhone,needsPeopleCount,extraAllowed,maxExtraPeople,extraRequiresApproval,extraNote,city,ambiance,environment,durationType,engagement,calma_tipo,participacion_tipo,sacudida_tipo,resolucion
Sekushi Sky,Cena fusión asiática en rooftop,gastro,dining,4.675212029,-74.05414163,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/35452249/pexels-photo-35452249.jpeg,Seleccionamos esta cena por su fusión asiática servida en rooftop. Es un plan que combina cocina y entorno elevado.,Cena fusión asiática en rooftop con ambiente moderno.,Cena,Espacio restaurante,Mayores de 12 años,gastronomía,encuentro,experiencia,suave,Depende de condiciones climáticas.,Ropa cómoda,Abrigo ligero,Llegar puntual,TRUE,TRUE,Bogotá,romántico,indoor,media,relajado,ambiental,(vide),(vide),inmediato
La Fragata Giratorio,Cena de mar en restaurante giratorio,gastro,dining,4.680703507,-74.04089593,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/35452249/pexels-photo-35452249.jpeg,Seleccionamos esta cena por su especialidad en cocina de mar y formato giratorio. Es un plan donde el entorno cambia durante la comida.,Cena de mar en restaurante giratorio con vista panorámica.,Cena,Espacio restaurante,Mayores de 12 años,gastronomía,experiencia,encuentro,suave,Actividad en entorno interior.,Ropa cómoda,—,Puntualidad requerida,TRUE,TRUE,Bogotá,romántico,indoor,media,relajado,ambiental,(vide),(vide),inmediato
Giornatta 114,Cena italiana de cocina tradicional,gastro,dining,4.698297064,-74.05486884,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/35452281/pexels-photo-35452281.jpeg,Valoramos esta mesa por su cocina italiana de base tradicional. Es una experiencia centrada en recetas clásicas.,Cena italiana de cocina tradicional con recetas clásicas.,Cena,Espacio restaurante,Mayores de 10 años,gastronomía,tradición,encuentro,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Bogotá,romántico,indoor,media,relajado,ambiental,(vide),(vide),inmediato
Piazza by Storia D'Amore Calle 122 Bogotá,Cena italiana contemporánea con pastas,gastro,dining,4.701062386,-74.04424528,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/35452281/pexels-photo-35452281.jpeg,Valoramos esta mesa por su cocina italiana contemporánea basada en pastas. Es un plan que mantiene la tradición con mirada actual.,Cena italiana contemporánea con pastas en ambiente moderno.,Cena,Espacio restaurante,Mayores de 10 años,gastronomía,encuentro,experiencia,suave,Actividad en entorno interior.,Ropa cómoda,—,Puntualidad requerida,TRUE,TRUE,Bogotá,romántico,indoor,media,relajado,ambiental,(vide),(vide),inmediato
Maki Makio Sushi & Wok,Cena asiática de sushi y wok,gastro,dining,4.821354329,-74.35394489,60,duo,Cundi Occidente,Cercana,https://images.pexels.com/photos/35452281/pexels-photo-35452281.jpeg,Valoramos esta propuesta por su combinación de sushi y wok asiático. Es un plan versátil dentro de la cocina oriental.,Cena asiática de sushi y wok en ambiente moderno.,Cena,Espacio restaurante,Mayores de 10 años,gastronomía,encuentro,experiencia,suave,Actividad en entorno interior.,Ropa cómoda,—,Puntualidad requerida,TRUE,TRUE,Bogotá,social,indoor,media,relajado,ambiental,(vide),(vide),inmediato
Celestina,Cena contemporánea de cocina internacional,gastro,dining,4.88653427,-74.03608585,60,duo,Cundi Norte,Cercana,https://images.pexels.com/photos/35452281/pexels-photo-35452281.jpeg,Elegimos esta mesa por su cocina contemporánea de enfoque internacional. Es un plan gastronómico versátil y actual.,Cena contemporánea de cocina internacional en ambiente acogedor.,Cena,Espacio restaurante,Mayores de 10 años,gastronomía,encuentro,experiencia,suave,Actividad en entorno interior.,Ropa cómoda,—,Puntualidad requerida,TRUE,TRUE,Cundi Occidente,social,indoor,media,relajado,ambiental,(vide),(vide),duradero
Vulcano Gastro Bar,Cena en gastrobar con cocina internacional,gastro,dining,4.90121342,-74.02934493,60,duo,Cundi Norte,Cercana,https://images.pexels.com/photos/35452281/pexels-photo-35452281.jpeg,Valoramos este gastrobar por su cocina internacional en formato casual. Es un plan donde ambiente y comida se equilibran.,Cena en gastrobar con cocina internacional en ambiente social.,Cena,Espacio restaurante,Mayores de 10 años,gastronomía,encuentro,experiencia,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Cundi Norte,romántico,indoor,media,relajado,ambiental,(vide),(vide),inmediato
Restaurante Graná cocina fusión,Cena de cocina fusión latino-mediterránea,gastro,dining,5.023559298,-74.00538145,60,duo,Cundi Norte,Cercana,https://images.pexels.com/photos/35452281/pexels-photo-35452281.jpeg,Seleccionamos esta propuesta por su fusión latino-mediterránea. Representa el encuentro de dos tradiciones en un mismo menú.,Cena de cocina fusión latino-mediterránea con sabores contemporáneos.,Cena,Espacio restaurante,Mayores de 10 años,gastronomía,encuentro,experiencia,suave,Actividad en entorno interior.,Ropa cómoda,—,Puntualidad requerida,TRUE,TRUE,Cundi Norte,social,indoor,media,relajado,ambiental,(vide),(vide),duradero
Parque Aventura La Chorrera,Senderismo hacia cascada en reserva natural,aventura,hiking,4.587428383,-73.95121421,60,solo,Cundi Oriente,Cercana,https://images.pexels.com/photos/3076431/pexels-photo-3076431.jpeg,"Seleccionamos este plan por la conexión directa con el paisaje y el recorrido hacia una de las caídas de agua más representativas de la zona. Es una experiencia que mezcla caminata, naturaleza y contemplación en un entorno bien conservado.",Recorre senderos naturales hacia una cascada emblemática en una caminata rodeada de paisaje andino.,Ingreso a reserva | Recorrido por senderos,Buena condición física | Mayores de 10 años,naturaleza | caminata | contemplación,medio,La realización depende de condiciones climáticas y puede ajustarse según indicación del operador.,Ropa deportiva | Calzado con agarre,Actividad de caminata prolongada | Terreno irregular | Puntualidad requerida,TRUE,TRUE,TRUE,2,TRUE,Podemos ayudarte a consultar cupos adicionales,Bogotá,adrenalina,outdoor,media,relajado,corporal,(vide),(vide),cuerpo
CABALGATAS EN LA CALERA - MONTANA ECOLOGICAL TOURISM,Cabalgata ecológica por montaña en La Calera,aventura,horseback,4.66649453,-74.01282644,60,solo,Cundi Norte,Cercana,https://images.pexels.com/photos/8968513/pexels-photo-8968513.jpeg,Seleccionamos esta cabalgata por el entorno de montaña y el ritmo tranquilo del recorrido. Es un plan que conecta paisaje y tradición ecuestre.,Recorre senderos de montaña a caballo en una experiencia guiada de conexión con el paisaje natural.,Cabalgata guiada,Recorrido por senderos,Mayores de 8 años,naturaleza,paisaje,tradición,medio,La realización depende de condiciones climáticas y puede ajustarse según indicación del operador.,Ropa cómoda,Pantalón largo,Actividad al aire libre,Seguir indicaciones del guía,TRUE,Bogotá,adrenalina,outdoor,media,relajado,corporal,(vide),(vide),cuerpo
Cabalgata Segura,Cabalgata guiada por senderos rurales,aventura,horseback,4.667697103,-74.0121765,60,solo,Cundi Norte,Cercana,https://images.pexels.com/photos/8968513/pexels-photo-8968513.jpeg,Valoramos esta experiencia por su enfoque guiado y el recorrido por senderos rurales. Representa un acercamiento sereno al entorno natural a caballo.,Disfruta una cabalgata guiada por senderos rurales en un recorrido tranquilo en contacto con el entorno natural.,Cabalgata guiada,Recorrido rural,Mayores de 8 años,naturaleza,tranquilidad,aire libre,medio,La realización depende de condiciones climáticas y puede ajustarse según indicación del operador.,Ropa cómoda,Pantalón largo,Actividad al aire libre,Puntualidad requerida,TRUE,Bogotá,adrenalina,outdoor,media,relajado,corporal,(vide),(vide),cuerpo
Cabalgatas San Jorge de La Montaña,Recorrido a caballo por rutas naturales,aventura,horseback,4.669896822,-73.99939334,60,solo,Cundi Norte,Cercana,https://images.pexels.com/photos/8968513/pexels-photo-8968513.jpeg,Nos gusta este recorrido por la forma en que integra paisaje y desplazamiento a caballo. Es un plan donde el entorno marca el ritmo de la experiencia.,Vive un recorrido a caballo por rutas naturales donde el paisaje marca el ritmo de la experiencia.,Cabalgata guiada,Recorrido natural,Mayores de 8 años,naturaleza,contemplación,tradición,medio,La realización depende de condiciones climáticas y puede ajustarse según indicación del operador.,Ropa cómoda,Pantalón largo,Experiencia al aire libre,Seguir indicaciones,TRUE,Bogotá,adrenalina,outdoor,media,relajado,corporal,(vide),(vide),cuerpo
Cabalgatas Eclipse,Cabalgata guiada por senderos de montaña,aventura,horseback,4.676933093,-73.99638894,60,solo,Cundi Norte,Cercana,https://images.pexels.com/photos/8968513/pexels-photo-8968513.jpeg,Elegimos esta cabalgata por sus senderos de montaña y el acompañamiento durante el recorrido. Representa un plan de naturaleza desde la tradición ecuestre.,Recorre senderos de montaña a caballo en una cabalgata guiada con ritmo natural y acompañamiento.,Cabalgata guiada,Senderos de montaña,Mayores de 8 años,naturaleza,paisaje,tradición,medio,La realización depende de condiciones climáticas y puede ajustarse según indicación del operador.,Ropa cómoda,Pantalón largo,Actividad al aire libre,Seguir indicaciones,TRUE,Bogotá,adrenalina,indoor,media,relajado,corporal,(vide),(vide),cuerpo
GNQ Medicina Antienvejecimiento,Evaluación estética facial con tecnología,bienestar,facial,4.686826071,-74.0470548,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/3997995/pexels-photo-3997995.jpeg,Seleccionamos esta evaluación por el uso de tecnología aplicada al cuidado facial. Representa un enfoque estético desde la valoración profesional.,Evaluación estética facial con tecnología para análisis de la piel.,Evaluación facial,Uso de tecnología,Mayores de 18 años,cuidado personal,estética,bienestar,suave,Actividad en entorno interior.,Ropa cómoda,—,Seguir indicaciones,TRUE,TRUE,Bogotá,relax,indoor,media,relajado,corporal,(vide),(vide),cuerpo
ANTIAGE,Tratamiento estético facial con tecnología,bienestar,facial,4.863884285,-74.04562332,60,duo,Cundi Norte,Cercana,https://images.pexels.com/photos/3997995/pexels-photo-3997995.jpeg,Elegimos este tratamiento por el uso de tecnología aplicada al cuidado facial. Representa una mirada estética desde procedimientos especializados.,Tratamiento estético facial con tecnología enfocado en cuidado y bienestar de la piel.,Sesión facial,Uso de tecnología,Mayores de 18 años,cuidado personal,estética,bienestar,suave,Actividad en entorno interior.,Ropa cómoda,—,Seguir indicaciones del especialista,TRUE,TRUE,Bogotá,relax,indoor,media,relajado,corporal,(vide),(vide),cuerpo
Bojanini Hair & Skin Experts,Tratamiento facial especializado para la piel,bienestar,hair,4.678094071,-74.04534671,60,duo,Bogotá,Cercana,https://www.pexels.com/fr-fr/photo/travailler-femmes-affaires-business-7755499/,Valoramos este tratamiento por su enfoque especializado en la piel. Representa el cuidado facial desde una mirada técnica.,Tratamiento facial especializado enfocado en cuidado profundo de la piel.,Tratamiento facial,Evaluación básica,Mayores de 12 años,cuidado personal,bienestar,piel,suave,Actividad en entorno interior.,Ropa cómoda,—,Seguir indicaciones,TRUE,TRUE,Bogotá,relax,indoor,media,relajado,corporal,(vide),(vide),cuerpo
Massage Bogota | Natalia Ruiz,Masaje profesional personalizado a domicilio,bienestar,massage,4.619991326,-74.06856071,60,solo,Bogotá,Cercana,https://www.pexels.com/fr-fr/photo/mains-detente-relaxation-spa-6188036/,Seleccionamos este masaje por la posibilidad de recibir la sesión en casa con enfoque personalizado. Es un plan de bienestar que se adapta al propio espacio.,Masaje profesional personalizado a domicilio para favorecer relajación corporal.,Sesión de masaje,Atención a domicilio,Mayores de 12 años,descanso,bienestar,relajación,suave,Actividad en entorno interior.,Ropa cómoda,Espacio disponible,Coordinar horario previamente,TRUE,TRUE,Bogotá,relax,indoor,media,relajado,corporal,(vide),(vide),cuerpo
Riona Spa Masaje a Domicilio - Mobile Massage,Masaje relajante a domicilio con terapeuta,bienestar,massage,4.640655628,-74.05995789,60,solo,Bogotá,Cercana,https://www.pexels.com/fr-fr/photo/mains-detente-relaxation-spa-6188036/,Valoramos esta opción por llevar la experiencia de masaje al entorno personal. Representa el bienestar corporal desde la comodidad del domicilio.,Masaje relajante a domicilio con terapeuta en espacio de comodidad del usuario.,Sesión de masaje,Atención a domicilio,Mayores de 12 años,descanso,bienestar,relajación,suave,Actividad en entorno interior.,Ropa cómoda,Espacio adecuado,Coordinar disponibilidad,TRUE,TRUE,Bogotá,relax,indoor,media,relajado,corporal,(vide),(vide),cuerpo
Masajes a Domicilio Rakía Wellness & Spa Móvil,Masaje terapéutico a domicilio personalizado,bienestar,massage,4.662737264,-74.05867174,60,solo,Bogotá,Cercana,https://www.pexels.com/fr-fr/photo/mains-detente-relaxation-spa-6188036/,Incluimos este servicio por su enfoque terapéutico llevado al domicilio. Es un plan de atención corporal adaptado al ritmo personal.,Masaje terapéutico a domicilio personalizado para aliviar tensiones corporales.,Sesión terapéutica,Atención a domicilio,Mayores de 12 años,relajación,recuperación,bienestar,suave,Actividad en entorno interior.,Ropa cómoda,Espacio disponible,Coordinar previamente,TRUE,TRUE,Bogotá,relax,indoor,media,relajado,corporal,(vide),(vide),cuerpo
Ser Bienestar,Sesión integral de bienestar con masaje,bienestar,massage,4.669921549,-74.05776172,60,duo,Bogotá,Cercana,https://www.pexels.com/fr-fr/photo/mains-detente-relaxation-spa-6188036/,Valoramos este espacio por su enfoque amplio en el bienestar corporal. Representa un plan de atención al cuerpo desde distintas técnicas.,Sesión integral de bienestar con masaje en entorno preparado para relajación.,Sesión de masaje,Espacio de bienestar,Mayores de 12 años,descanso,relajación,bienestar,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Bogotá,relax,indoor,media,relajado,corporal,(vide),(vide),cuerpo
Spacio Vivo | Spa | Masajes | Limpieza Facial | Depilacion Laser,Ritual facial profundo + masaje corporal,bienestar,massage,4.674661791,-74.05406992,60,duo,Bogotá,Cercana,https://www.pexels.com/fr-fr/photo/mains-detente-relaxation-spa-6188036/,Elegimos este ritual por la combinación de tratamiento facial y masaje corporal. Es un plan que equilibra cuidado de la piel y relajación.,Ritual facial profundo combinado con masaje corporal en entorno de spa.,Tratamiento facial,Sesión corporal,Mayores de 12 años,cuidado personal,relajación,bienestar,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Bogotá,relax,indoor,media,relajado,corporal,(vide),(vide),cuerpo
Awak,Ritual corporal relajante con técnicas mixtas,bienestar,massage,4.681077973,-74.04892314,60,duo,Bogotá,Cercana,https://www.pexels.com/fr-fr/photo/mains-detente-relaxation-spa-6188036/,Incluimos este ritual por la mezcla de técnicas manuales en una sesión corporal. Es una experiencia orientada a soltar tensión física.,Ritual corporal relajante con técnicas mixtas para liberar tensión física.,Sesión corporal,Espacio de bienestar,Mayores de 12 años,relajación,bienestar,descanso,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Bogotá,relax,indoor,media,relajado,corporal,(vide),(vide),cuerpo
BogoTHAI Massage & Spa. Usaquen Cl.109,Masaje tailandés tradicional con estiramientos,bienestar,massage,4.694119103,-74.04617437,60,duo,Bogotá,Cercana,https://www.pexels.com/fr-fr/photo/mains-detente-relaxation-spa-6188036/,Elegimos este masaje por su base en técnicas tradicionales con estiramientos. Representa el trabajo corporal desde una práctica oriental.,Masaje tailandés tradicional con estiramientos en entorno preparado.,Sesión de masaje,Técnicas tradicionales,Mayores de 12 años,relajación,movilidad,bienestar,medio,Actividad en entorno interior.,Ropa cómoda,—,Seguir indicaciones,TRUE,TRUE,Bogotá,relax,indoor,media,relajado,corporal,(vide),(vide),cuerpo
Baw Thai Spa - Santa Barbara,Masaje tailandés terapéutico estilo tradicional,bienestar,massage,4.698733629,-74.03886697,60,duo,Bogotá,Cercana,https://www.pexels.com/fr-fr/photo/mains-detente-relaxation-spa-6188036/,Incluimos esta experiencia por el estilo tailandés aplicado al masaje terapéutico. Es un plan donde la técnica marca el ritmo de la sesión.,Masaje tailandés terapéutico estilo tradicional para liberar tensiones corporales.,Sesión terapéutica,Técnicas tailandesas,Mayores de 12 años,relajación,movilidad,bienestar,medio,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Bogotá,relax,indoor,media,relajado,corporal,(vide),(vide),cuerpo
Orígenes Medicina Funcional,Sesión de bienestar con enfoque funcional,bienestar,massage,4.701293658,-74.03142312,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/3997991/pexels-photo-3997991.jpeg,Elegimos esta sesión por su mirada integral del bienestar físico. Es un plan que aborda el cuerpo desde un enfoque funcional.,Sesión de bienestar con enfoque funcional para equilibrio corporal integral.,Sesión guiada,Espacio especializado,Mayores de 16 años,bienestar,equilibrio,salud,suave,Actividad en entorno interior.,Ropa cómoda,—,Seguir indicaciones,TRUE,TRUE,Bogotá,relax,indoor,media,relajado,corporal,(vide),(vide),cuerpo
Nagomi - Spa Terapéutico,Masaje terapéutico japonés de enfoque profundo,bienestar,massage,4.712125503,-74.03189789,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/3997991/pexels-photo-3997991.jpeg,Elegimos este masaje por su enfoque profundo desde técnicas de origen japonés. Es un plan centrado en el trabajo terapéutico del cuerpo.,Masaje terapéutico japonés de enfoque profundo para aliviar tensiones.,Sesión terapéutica,Técnicas japonesas,Mayores de 12 años,relajación,recuperación,bienestar,medio,Actividad en entorno interior.,Ropa cómoda,—,Seguir indicaciones,TRUE,TRUE,Bogotá,relax,indoor,media,relajado,corporal,(vide),(vide),cuerpo
Spa Luz Marina Yepes,Masaje terapéutico corporal personalizado,bienestar,massage,4.880725249,-74.03599799,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/3997991/pexels-photo-3997991.jpeg,Incluimos este masaje por su enfoque terapéutico personalizado. Es un plan centrado en el trabajo manual del cuerpo.,Masaje terapéutico corporal personalizado para aliviar tensiones y favorecer relajación.,Sesión terapéutica,Espacio de bienestar,Mayores de 12 años,relajación,recuperación,bienestar,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Bogotá,relax,indoor,media,relajado,corporal,(vide),(vide),cuerpo
Thermacure Sauna Estudio,Sesión de sauna infrarrojo para relajación,bienestar,sauna,4.663602728,-74.0478944,60,solo,Bogotá,Cercana,https://images.pexels.com/photos/31092906/pexels-photo-31092906.jpeg,Seleccionamos este estudio por la experiencia de calor controlado en espacio dedicado. Representa una forma directa de trabajar la relajación física.,Sesión de sauna infrarrojo enfocada en relajación y recuperación corporal.,Sesión de sauna,Espacio preparado,Mayores de 16 años,bienestar,relajación,recuperación,suave,Actividad en entorno interior.,Ropa cómoda,Hidratación previa,Seguir indicaciones,TRUE,TRUE,Bogotá,relax,indoor,media,relajado,corporal,(vide),(vide),cuerpo
Termales Santa Mónica Choachí (Spa Fuente de Piedra),Circuito termal en aguas naturales de montaña,bienestar,spa,4.548263993,-73.91711301,60,solo,Cundi Oriente,Cercana,https://images.pexels.com/photos/23916836/pexels-photo-23916836.png,Incluimos este circuito por la presencia de aguas termales en entorno de montaña. Es una experiencia donde el agua y el paisaje son el eje central.,Circuito termal en aguas naturales de montaña en espacio preparado para relajación.,Acceso a zona termal,Circuito de aguas,Mayores de 12 años,descanso,relajación,bienestar,suave,Depende de condiciones del entorno.,Ropa de baño,Sandalias,Seguir indicaciones del lugar,Llegar puntual,TRUE,Bogotá,relax,indoor,media,relajado,corporal,(vide),(vide),cuerpo
Monserrat Spa Bogotá,Ritual de spa relajante con masaje corporal,bienestar,spa,4.604445993,-74.06773843,60,solo,Bogotá,Cercana,https://images.pexels.com/photos/23916836/pexels-photo-23916836.png,Elegimos este ritual por su enfoque en la relajación corporal dentro de un entorno de spa urbano. Representa un momento de pausa dedicado al cuerpo.,Ritual de spa relajante con masaje corporal en entorno preparado para bienestar.,Sesión de masaje,Acceso a spa,Mayores de 12 años,relajación,descanso,bienestar,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,Seguir indicaciones,TRUE,Bogotá,relax,indoor,media,relajado,corporal,(vide),(vide),cuerpo
The Spa at Four Seasons Hotel Bogotà,Ritual de spa con circuito hídrico y masaje,bienestar,spa,4.669645361,-74.05330751,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/23916836/pexels-photo-23916836.png,Elegimos este ritual por la combinación de agua y técnicas manuales en un entorno de spa estructurado. Es una experiencia centrada en el cuidado integral del cuerpo.,Ritual de spa con circuito hídrico y masaje en entorno de bienestar integral.,Acceso a circuito hídrico,Sesión de masaje,Mayores de 12 años,relajación,bienestar,descanso,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,Seguir indicaciones,TRUE,Bogotá,relax,indoor,media,relajado,corporal,(vide),(vide),cuerpo
"Kanaiwa Spa y Estética Corporal y facial en Bogotá - Planes de Spa cumpleaños, novia, pareja, amigos - Tarjetas Regalo",Ritual de spa corporal + tratamiento facial,bienestar,spa,4.670127298,-74.10924688,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/23916836/pexels-photo-23916836.png,Seleccionamos este ritual por integrar trabajo corporal y cuidado facial en una sola sesión. Es una propuesta completa dentro del entorno de spa.,Ritual de spa corporal combinado con tratamiento facial en ambiente de bienestar.,Tratamiento corporal,Tratamiento facial,Mayores de 12 años,relajación,cuidado personal,bienestar,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,Seguir indicaciones,TRUE,Bogotá,relax,indoor,media,relajado,corporal,(vide),(vide),cuerpo
Wuin Spa CHICO,Ritual de spa + masaje corporal relajante,bienestar,spa,4.679348022,-74.04664803,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/23916836/pexels-photo-23916836.png,Seleccionamos este ritual por su estructura clásica de spa con masaje corporal. Es un plan centrado en la relajación en entorno urbano.,Ritual de spa con masaje corporal relajante en entorno de bienestar.,Sesión de masaje,Acceso a spa,Mayores de 12 años,relajación,descanso,bienestar,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Bogotá,relax,indoor,media,relajado,corporal,(vide),(vide),cuerpo
Shivana Spa,Ritual de spa relajante con aromaterapia,bienestar,spa,4.701602687,-74.02224151,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/23916836/pexels-photo-23916836.png,Valoramos este ritual por el uso de aromaterapia dentro de la sesión de spa. Representa una experiencia de relajación sensorial y corporal.,Ritual de spa relajante con aromaterapia en ambiente de tranquilidad.,Sesión de spa,Aromaterapia,Mayores de 12 años,relajación,bienestar,descanso,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Bogotá,relax,indoor,media,relajado,corporal,(vide),(vide),cuerpo
One spa,Ritual de spa relajante con técnicas manuales,bienestar,spa,4.881062738,-74.03719247,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/23916836/pexels-photo-23916836.png,Valoramos este ritual por su formato clásico de spa con técnicas manuales. Representa una pausa de cuidado corporal en entorno dedicado.,Ritual de spa relajante con técnicas manuales en ambiente preparado para descanso.,Sesión de spa,Técnicas manuales,Mayores de 12 años,relajación,bienestar,descanso,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Bogotá,relax,indoor,media,relajado,corporal,(vide),(vide),cuerpo
Ohlala Agape SPA,Ritual de spa corporal con masaje relajante,bienestar,spa,4.910799259,-74.03046478,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/23916836/pexels-photo-23916836.png,Elegimos este ritual por la combinación de masaje y ambiente de spa. Representa un momento de pausa enfocado en la relajación corporal.,Ritual de spa corporal con masaje relajante en entorno de bienestar.,Sesión corporal,Sesión de masaje,Mayores de 12 años,relajación,bienestar,descanso,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Bogotá,relax,indoor,media,relajado,corporal,(vide),(vide),cuerpo
Niddo Welness,Ritual de bienestar integral con terapias corporales,bienestar,spa,5.114856093,-73.78225725,60,duo,Cundi Norte,Cercana,https://images.pexels.com/photos/23916836/pexels-photo-23916836.png,Incluimos este ritual por su enfoque integral en terapias corporales. Es una experiencia que reúne distintas formas de cuidado físico.,Ritual de bienestar integral con terapias corporales para favorecer equilibrio físico.,Sesión terapéutica,Espacio de bienestar,Mayores de 12 años,relajación,bienestar,equilibrio,suave,Actividad en entorno interior.,Ropa cómoda,—,Seguir indicaciones,TRUE,TRUE,Bogotá,relax,indoor,media,relajado,corporal,(vide),(vide),cuerpo
Hotel Spa La Casa Del Agua,Noche en hotel spa con entorno natural,estancias,hotel_stay,4.717609722,-73.96171668,60,duo,Cundi Norte,Cercana,https://images.pexels.com/photos/1001965/pexels-photo-1001965.jpeg,Seleccionamos este hotel por integrar estadía y servicios de spa en entorno natural. Representa un descanso con foco en el cuidado corporal.,Noche en hotel spa con entorno natural para combinar descanso y bienestar.,Noche de alojamiento,Acceso a spa,Mayores de 12 años,relajación,descanso,bienestar,suave,Depende de condiciones del entorno.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Cundi Norte,relax,outdoor,larga,relajado,corporal,(vide),(vide),cuerpo
Centro de Meditación Kadampa (Retiros en Fómeque),Retiro de meditación guiada en entorno natural,bienestar,meditation,4.507939747,-73.90406411,60,solo,Cundi Oriente,Cercana,https://www.pexels.com/fr-fr/photo/gens-personnes-individus-yoga-5890302/,Elegimos este retiro por el entorno natural que acompaña la práctica de meditación guiada. Es un plan donde el ritmo pausado y la atención plena marcan la experiencia.,Retiro de meditación guiada en entorno natural para favorecer descanso mental y desconexión.,Sesión guiada,Espacio de retiro,Mayores de 12 años,descanso,bienestar,desconexión,suave,Actividad sujeta a condiciones del entorno.,Ropa cómoda,Abrigo ligero,Ambiente de silencio,Llegar puntual,TRUE,Bogotá,relax,outdoor,media,relajado,interior,(vide),(vide),entorno
"Cúspide Lodge - Choachí (Yoga, Jacuzzi y Masajes)",Retiro de bienestar con yoga + jacuzzi,bienestar,meditation,4.529863051,-73.93289948,60,solo,Cundi Oriente,Cercana,https://www.pexels.com/fr-fr/photo/gens-personnes-individus-yoga-5890302/,"Seleccionamos este espacio por la combinación de movimiento consciente, descanso y entorno de montaña. Representa una pausa de bienestar con distintas formas de cuidado corporal.",Retiro de bienestar con prácticas de yoga y espacios de relajación en entorno natural de montaña.,Sesión de yoga,Acceso a zonas de relajación,Mayores de 12 años,descanso,desconexión,naturaleza,suave,Depende de condiciones del entorno.,Ropa cómoda,Abrigo ligero,Ambiente de tranquilidad,Llegar puntual,TRUE,Bogotá,relax,outdoor,media,relajado,interior,(vide),(vide),entorno
Sukha Resort.,Retiro de bienestar con spa en entorno natural,bienestar,meditation,4.680015507,-74.00279652,60,duo,Bogotá,Cercana,https://www.pexels.com/fr-fr/photo/gens-personnes-individus-yoga-5890302/,Elegimos este retiro por el entorno natural que acompaña las actividades de bienestar. Representa una pausa donde espacio y cuidado corporal se integran.,Retiro de bienestar con acceso a spa en entorno natural pensado para desconexión.,Acceso a spa,Espacios de relajación,Mayores de 12 años,descanso,naturaleza,bienestar,suave,Depende de condiciones del entorno.,Ropa cómoda,Abrigo ligero,Ambiente de tranquilidad,TRUE,TRUE,Bogotá,relax,indoor,media,relajado,interior,(vide),(vide),entorno
Teatro Libre Sede Centro,Obra teatral clásica en sala histórica,cultura,theater,4.597353323,-74.07017057,60,solo,Bogotá,Cercana,https://images.pexels.com/photos/1049746/pexels-photo-1049746.jpeg,"Elegimos esta obra por la forma en que el teatro clásico se mantiene vigente en un espacio con historia escénica. Es una experiencia que conecta texto, interpretación y sala de manera directa.",Disfruta una obra teatral clásica en sala histórica dedicada a las artes escénicas.,Entrada a función,Espacio cultural,Mayores de 8 años,cultura,teatro,arte,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Bogotá,relax,indoor,media,relajado,interior,(vide),(vide),duradero
